######### x ######   ######### y ######   #########vy######   
0.98445,1.084,830.85174093172
0.9829,1.0756,830.30703061108
0.98123,1.0664,830.33271336903
0.97944,1.0564,830.59571432213
0.97754,1.0455,830.65211295781
0.97552,1.0338,830.78251510927
0.9734,1.0212,830.98136345016
0.97118,1.0078,831.19830267422
0.96889,0.99358,831.4054874236
0.96654,0.97856,831.59557536143
0.96415,0.96281,831.77217649647
0.96174,0.94641,831.94402031477
0.95934,0.92943,832.12849925605
0.95695,0.912,832.29181389519
0.95461,0.89421,832.41540892877
0.95234,0.87621,832.53962452865
0.95017,0.85813,832.67777918416
0.9481,0.8401,832.83837106017
0.94615,0.82227,833.00351406351
0.94432,0.80475,833.0400129209
0.94264,0.78767,833.03861173682
0.94111,0.77114,832.97646821703
0.93975,0.75525,832.88909414795
0.93855,0.74008,832.9422924693
0.9375,0.72568,833.05530511172
0.9366,0.71211,833.14449322316
0.93583,0.69938,833.21548168856
0.93517,0.6875,833.26948859137
0.93463,0.67648,833.30410436375
0.93418,0.6663,833.31457611319
0.93381,0.65694,833.29598828074
0.93351,0.64836,833.24458563892
0.93327,0.64033,833.1592130921
0.93306,0.63244,833.05156100765
0.93288,0.62451,832.93018371803
0.93274,0.6165,832.79447743088
0.93263,0.60839,832.64071417113
0.93256,0.60015,832.46382996328
0.93252,0.59174,832.25922015764
0.93252,0.58314,832.02563129576
0.93256,0.57431,831.76761131759
0.93265,0.56522,831.49670469703
0.93279,0.55583,831.23007098683
0.93299,0.54611,830.98628409502
0.93326,0.53603,830.77735407223
0.93359,0.52554,830.59654966495
0.93401,0.51462,830.40276518096
0.93452,0.50321,830.165351529
0.93514,0.49128,829.78034568368
0.93588,0.47878,829.11265607863
0.93677,0.46568,828.00264346182
0.93781,0.45191,826.66083979293
0.93905,0.43743,825.21721041516
0.9405,0.4222,823.79556172856
0.9422,0.40616,822.5301962381
0.94418,0.38925,821.51639880504
0.9465,0.37142,820.7411869387
0.94921,0.3526,820.10848584846
0.95237,0.33275,819.51120127233
0.95604,0.3118,818.85321551571
0.96032,0.28969,817.99700238792
0.9653,0.26636,816.72460283806
0.97111,0.24176,814.28001787446
0.97787,0.21582,813.53037908782
0.95583,1.0623,829.16471213303
0.95427,1.0542,828.46704456753
0.95259,1.0452,827.51342049136
0.95079,1.0355,827.34749827215
0.94887,1.025,827.44427698151
0.94683,1.0136,827.71635516259
0.94469,1.0014,828.02273399568
0.94245,0.98839,828.31245640542
0.94013,0.97456,828.56238252583
0.93774,0.95997,828.7650750241
0.93531,0.94467,828.92446848363
0.93285,0.92873,829.04861377131
0.93039,0.91223,829.16294734432
0.92792,0.89527,829.24702003866
0.92547,0.87797,829.27784107154
0.92306,0.86045,829.28822801339
0.92072,0.84285,829.28704293091
0.91848,0.8253,829.28559088158
0.9163,0.80793,829.32272969177
0.9142,0.79088,829.2788047089
0.91223,0.77426,829.20387745071
0.91042,0.75817,829.1110899108
0.90878,0.74271,828.97331807445
0.90733,0.72795,828.82735629794
0.90604,0.71394,828.69421177212
0.90492,0.70074,828.54073687206
0.90396,0.68836,828.37340098648
0.90314,0.67682,828.1983619589
0.90244,0.66611,828.02067061866
0.90186,0.65622,827.84374812143
0.90138,0.64712,827.66981867894
0.90098,0.63879,827.49988523619
0.90064,0.631,827.33341897816
