#iter###L2_1###L2_2###L2_3#
790,0.05064,0.032458,0.026657
800,0.049528,0.031438,0.026069
810,0.048342,0.030368,0.025459
820,0.047077,0.029264,0.024819
830,0.045733,0.02814,0.024142
840,0.044278,0.026953,0.023376
850,0.042735,0.025728,0.022564
860,0.04112,0.024472,0.021768
870,0.039407,0.023167,0.020955
880,0.037601,0.021819,0.02012
890,0.035678,0.020424,0.019216
900,0.033636,0.018966,0.018245
910,0.031476,0.017447,0.017218
920,0.029243,0.015958,0.016163
930,0.026916,0.01453,0.015022
940,0.024532,0.013089,0.013822
950,0.02208,0.01162,0.012538
960,0.019634,0.010181,0.011259
970,0.017232,0.0087877,0.0099855
980,0.014912,0.0074783,0.008734
990,0.012708,0.0062831,0.0075275
1000,0.010693,0.0052303,0.0063872
1010,0.0089738,0.0043852,0.0054311
1020,0.0075358,0.0037711,0.0046763
1030,0.0062917,0.0033143,0.003993
1040,0.0052588,0.0029466,0.0034462
1050,0.0043487,0.002579,0.0029369
1060,0.0035596,0.0022057,0.0024633
1070,0.0028494,0.0017973,0.002009
1080,0.0021642,0.0013457,0.001539
1090,0.0017108,0.0011202,0.0012408
1100,0.0014383,0.0010053,0.001066
1110,0.0011824,0.00086896,0.00088763
1120,0.00099264,0.00076147,0.00075786
1130,0.00079932,0.00063366,0.00061703
1140,0.00062459,0.00050253,0.00048617
1150,0.00050665,0.00041913,0.00040136
1160,0.00038872,0.00032411,0.00031128
1170,0.00028948,0.00024606,0.00023398
1180,0.00019988,0.0001694,0.00016227
1190,0.00013456,0.00011562,0.00010981
1200,8.886e-05,7.8147e-05,7.3039e-05
1210,5.8053e-05,5.2159e-05,4.8236e-05
1220,4.139e-05,3.7683e-05,3.5293e-05
1230,2.9145e-05,2.6599e-05,2.546e-05
1240,2.021e-05,1.8347e-05,1.8038e-05
1250,1.3913e-05,1.2499e-05,1.2633e-05
1260,9.5819e-06,8.4991e-06,8.7957e-06
1270,6.6164e-06,5.7971e-06,6.0952e-06
1280,4.5659e-06,3.9621e-06,4.194e-06
1290,3.1324e-06,2.701e-06,2.8563e-06
1300,2.1278e-06,1.828e-06,1.9213e-06
1310,1.4294e-06,1.2253e-06,1.2767e-06
1320,9.5141e-07,8.1388e-07,8.403e-07
1330,6.3023e-07,5.3755e-07,5.5041e-07
1340,4.1796e-07,3.5483e-07,3.6093e-07
1350,2.7917e-07,2.3539e-07,2.3833e-07
1360,1.8861e-07,1.5767e-07,1.5916e-07
1370,1.2916e-07,1.0697e-07,1.0774e-07
1380,8.9646e-08,7.3609e-08,7.3954e-08
1390,6.2979e-08,5.1372e-08,5.145e-08
1400,4.4715e-08,3.6339e-08,3.6247e-08
1410,3.2033e-08,2.6019e-08,2.5832e-08
1420,2.3111e-08,1.882e-08,1.8593e-08
1430,1.6758e-08,1.3715e-08,1.3486e-08
1440,1.2184e-08,1.0036e-08,9.8286e-09
1450,8.8602e-09,7.35e-09,7.1759e-09
