#iter###L2_1###L2_2###L2_3#,,,
10,0.99953,0.99738,1.0004
20,0.99626,0.99262,0.99797
30,0.9903,0.98581,0.99291
40,0.98181,0.97708,0.98531
50,0.97101,0.96662,0.97538
60,0.95828,0.95474,0.96339
70,0.94412,0.94194,0.94972
80,0.92873,0.92829,0.93466
90,0.91251,0.91411,0.91856
100,0.89583,0.89967,0.90179
110,0.87908,0.88527,0.88472
120,0.86259,0.87118,0.86769
130,0.8467,0.85761,0.85102
140,0.83168,0.84479,0.83501
150,0.81776,0.83286,0.81992
160,0.80512,0.82195,0.80594
170,0.79389,0.81215,0.79323
180,0.78413,0.80351,0.78191
190,0.77585,0.79601,0.77203
200,0.76901,0.78959,0.76358
210,0.7635,0.78419,0.75651
220,0.75922,0.77973,0.75073
230,0.75605,0.77613,0.74616
240,0.75385,0.77329,0.74269
250,0.75246,0.77108,0.74017
260,0.75172,0.76941,0.73846
270,0.75149,0.76818,0.73742
280,0.75159,0.76721,0.73686
290,0.75188,0.76642,0.73666
300,0.75228,0.76575,0.73671
310,0.75268,0.76513,0.7369
320,0.75302,0.76451,0.73713
330,0.75322,0.76384,0.73733
340,0.75324,0.76307,0.73743
350,0.75307,0.76221,0.7374
360,0.75262,0.76115,0.73716
370,0.75193,0.75995,0.73672
380,0.751,0.75861,0.73606
390,0.74986,0.75714,0.73519
400,0.74852,0.75556,0.7341
410,0.74701,0.75388,0.73283
420,0.74535,0.75212,0.73138
430,0.74359,0.75031,0.72978
440,0.74176,0.74847,0.72806
450,0.7399,0.74663,0.72626
460,0.73796,0.74473,0.72434
470,0.73585,0.74272,0.72221
480,0.73338,0.74049,0.71971
490,0.73059,0.73805,0.71686
500,0.72771,0.73554,0.71388
510,0.72501,0.73318,0.71104
520,0.72236,0.73085,0.70821
530,0.7198,0.72858,0.70544
540,0.71743,0.72644,0.7028
550,0.71524,0.72444,0.70032
560,0.71326,0.7226,0.69802
570,0.71148,0.72091,0.6959
580,0.7099,0.71937,0.69396
590,0.70846,0.71793,0.69216
600,0.7071,0.71652,0.69041
610,0.70592,0.71524,0.68884
620,0.7049,0.71409,0.68743
630,0.70405,0.71309,0.68622
640,0.70335,0.71221,0.68518
650,0.70276,0.71143,0.68429
660,0.70227,0.71076,0.68353
670,0.70186,0.71015,0.68288
680,0.70152,0.70959,0.68232
690,0.70125,0.70911,0.68188
700,0.70105,0.7087,0.68153
710,0.70091,0.70835,0.68128
720,0.70081,0.70806,0.68109
730,0.70072,0.70779,0.68095
740,0.70062,0.70751,0.68083
750,0.70053,0.70727,0.68075
760,0.70046,0.70706,0.68071
770,0.7004,0.70689,0.68071
780,0.70028,0.70666,0.68067
790,0.70015,0.70643,0.68064
800,0.70002,0.70622,0.68061
810,0.69987,0.70601,0.68059
820,0.69971,0.7058,0.68057
830,0.69954,0.70561,0.68055
840,0.69936,0.70541,0.68053
850,0.69917,0.70522,0.68049
860,0.69896,0.70502,0.68044
870,0.69875,0.70484,0.68039
880,0.69853,0.70465,0.68033
890,0.69828,0.70445,0.68024
900,0.69792,0.70419,0.68007
910,0.69749,0.70391,0.67984
920,0.69705,0.70364,0.67959
930,0.69663,0.70338,0.67935
940,0.69621,0.70314,0.67911
950,0.69583,0.70291,0.67889
960,0.69536,0.70264,0.67859
970,0.69492,0.70238,0.67829
980,0.69444,0.7021,0.67796
990,0.69403,0.70188,0.67767
1000,0.69358,0.70164,0.67736
1010,0.69313,0.7014,0.67703
1020,0.6927,0.70116,0.67672
1030,0.6923,0.70095,0.67643
1040,0.69189,0.70074,0.67613
1050,0.69151,0.70055,0.67585
1060,0.69116,0.70038,0.67559
1070,0.69082,0.70021,0.67535
1080,0.69042,0.70003,0.67505
1090,0.69006,0.69988,0.67478
1100,0.68971,0.69973,0.67453
1110,0.68938,0.69959,0.67429
1120,0.68906,0.69946,0.67408
